호선,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
3호선,동대입구,38,2,1848,1139,3005,10072,5741,16395,8066,56836,7962,43141,8548,40166,11306,30854,14044,23452,18597,27150,22114,19095,25111,17536,32025,18472,40035,22123,43038,24697,22141,11232,30808,6818,22290,6259,16031,4606,4718,2890,512,931,0,53,0,0,0,0,20231103
3호선,매봉,13,1,1838,730,6699,8696,17260,23760,21406,73664,15556,31836,14098,16595,13999,14260,14134,13466,15426,13454,16982,12869,19368,13661,22838,15250,37489,19574,60765,23293,20027,15874,15167,10004,15920,8741,9644,8363,3036,4395,363,1319,0,51,0,0,0,0,20231103
3호선,무악재,22,0,2193,134,5646,1511,16814,3099,19661,5983,12567,4028,9150,4017,7331,4228,7237,4774,6596,5313,6114,6060,5518,7633,5966,9419,6735,11625,7010,16984,3465,14435,2495,9115,1995,8217,1393,7168,602,4964,96,1123,0,0,0,0,0,0,20231103
3호선,불광,70,2,9944,1499,19923,6071,50625,11491,62368,33058,38401,31840,28783,27060,26227,25729,27858,27860,27913,30297,28086,29648,30068,32083,32593,36883,30878,42396,30938,61610,17248,48186,13453,29725,11325,26292,8072,22930,3496,13161,453,4602,0,0,0,0,0,0,20231103
3호선,수서,160,2,4808,2481,12475,17459,37652,35538,45626,54473,32229,37153,38591,26339,27188,22546,36570,27666,32260,24372,24594,25097,36290,30450,40219,33624,48073,40802,51911,53374,24419,39114,24719,28322,16066,26427,15696,23001,7518,8937,605,3041,0,213,0,0,0,0,20231103
3호선,신사,65,4,3760,1564,6905,19620,11817,41499,17562,95819,16646,125202,20158,67172,24974,49355,30056,45107,34711,50995,42145,47613,50498,43562,62442,46846,88456,54573,120927,63606,85687,35098,59641,19301,60282,15188,48950,12235,21914,8622,2987,3028,0,7,0,0,0,0,20231103
3호선,안국,10,0,1929,1910,2745,22357,6521,88305,11020,122874,14586,92087,17910,76870,25145,80058,35815,69507,43551,65463,57838,60361,78389,50112,102427,41999,135043,36897,133884,30677,62449,14404,49433,7787,41098,6860,21898,5774,6799,3259,684,1002,0,0,0,0,0,0,20231103
3호선,압구정,87,3,3010,2255,7851,24800,16453,50397,24671,138103,21776,146717,27244,81631,32809,64264,39695,52699,44276,57342,53208,51934,61860,50296,73510,50856,96591,58798,132869,59953,90629,33785,71735,17616,53277,14259,38851,12118,11480,6262,1543,2371,1,184,0,0,0,0,20231103
3호선,약수,131,5,6773,1066,10929,6419,26278,15064,36590,32045,28181,21517,20482,16057,19489,15813,21195,15798,21646,17216,20489,18827,20973,20992,23446,25186,27018,30693,31394,41242,19139,28288,15357,18927,15243,16797,11418,15150,5122,8670,708,3394,2,433,0,0,0,0,20231103
3호선,양재(서초구청),48,1,5219,2726,14018,41382,34012,101643,44416,217468,33793,116693,30574,58130,33611,47260,39157,43123,42957,48175,48161,43018,56506,42649,72194,48046,123457,64849,179497,76033,83244,51504,63842,33329,57328,29698,37972,26274,12234,14065,1240,3854,0,41,0,0,0,0,20231103
3호선,연신내,202,7,27209,1939,48119,13438,117505,23261,137297,35399,85092,37697,60145,36053,56486,37868,63620,40143,57013,43421,53108,47336,54960,57308,62845,68269,55085,87150,48850,125770,34038,108427,26915,64852,23294,59708,18746,52640,8980,33153,1235,10541,2,11,0,0,0,0,20231103
3호선,오금,37,0,4437,8,8935,2661,28503,5903,30609,12330,16666,6543,10258,5401,9168,4842,9160,6007,8502,6485,7499,6826,7326,9069,9025,10743,10597,14746,11381,21891,4758,15436,3680,10593,2997,9437,2526,10876,753,5686,98,2316,0,1,0,0,0,0,20231103
3호선,옥수,236,10,3217,936,9401,4756,22771,7719,31013,13286,22916,10695,16368,8947,15009,10807,14673,11335,14606,13168,14837,14643,14295,17383,16340,19796,17720,25750,17653,33108,11612,24805,9430,17220,8134,15124,5623,13985,2491,7158,391,1697,0,0,0,0,0,0,20231103
3호선,을지로3가,15,0,676,1131,1503,8543,4125,32529,7191,75699,10424,31565,11446,16890,11093,14725,11631,13747,13277,14703,16000,13832,17606,14078,21175,15376,41353,19057,65406,22028,27423,13321,19841,7959,19150,6143,15505,4234,8962,2680,1119,671,0,8,0,0,0,0,20231103
3호선,일원,9,1,2340,1611,8777,10788,24456,32215,25040,25751,18536,20931,19577,18568,18863,13573,19404,16196,17076,17423,18651,16842,24036,15683,31960,14852,36035,16942,19145,22929,11304,17854,7083,11875,4863,11148,3875,11286,1490,4881,88,1536,0,29,0,0,0,0,20231103
3호선,잠원,1,1,1205,865,4793,7519,13212,7443,17766,9761,12136,6823,9208,4868,8951,5284,8831,5554,8340,6876,7252,7702,8750,8364,11163,9103,12012,12084,9450,14536,5233,10530,4054,6853,3861,6593,2668,7517,878,3562,117,1035,0,0,0,0,0,0,20231103
3호선,종로3가,24,0,946,927,1412,6192,2099,15559,3536,43936,5595,42943,8267,35117,10497,30207,12201,27712,14360,26555,17610,24808,21356,22948,25788,22069,36917,21909,53837,21657,30618,12874,20070,7867,21287,6251,17973,4770,8479,2866,834,1005,0,10,0,0,0,0,20231103
3호선,지축,5,0,3302,921,10852,6020,29569,5385,29798,10017,16505,6716,11654,5826,10142,5936,10741,7404,10040,8019,9014,8421,10491,10958,12351,13704,11979,18766,10092,27597,6372,22399,5144,14736,4117,13038,3593,11048,1400,6148,210,997,0,0,0,0,0,0,20231103
3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,2,0,5,0,6,0,4,0,11,0,5,0,5,0,3,0,1,0,4,0,1,0,0,0,0,0,0,0,20231103
3호선,학여울,1,0,623,214,1866,1683,4360,3676,5052,8444,3468,5696,3062,4686,3349,3955,3691,4007,4125,4696,4583,4618,5440,4037,6440,4000,7556,4459,7962,4801,2830,3490,2003,2562,1679,2152,1091,1692,272,1120,46,375,0,0,0,0,0,0,20231103
3호선,홍제,139,5,10758,1403,24608,7248,65776,11331,70891,25609,47057,23045,34068,21412,31433,20132,34237,21539,30926,23665,28485,26577,29833,31306,31561,37474,30530,46316,28873,65322,16219,52259,12230,32517,10117,28805,7231,25891,2763,15650,369,3460,0,0,0,0,0,0,20231103
4호선,길음,25,2,10691,2145,33712,8541,85572,15041,83858,34188,52652,27445,36771,24477,32878,26957,34596,25914,33658,30365,30336,31536,32927,33784,37893,42295,39143,56273,35992,78494,19532,63622,15769,40363,12163,37185,12239,36002,4418,20596,540,5258,0,0,0,0,0,0,20231103
4호선,남태령,23,0,635,48,1026,1356,2439,3614,4043,4990,3097,2011,2480,1378,2672,1155,2420,1498,2121,1428,2226,1459,2380,1562,3470,1715,4923,1842,3877,2075,1619,1737,1012,1548,673,1340,429,998,170,562,14,142,0,0,0,0,0,0,20231103
4호선,노원,254,6,12679,795,23875,8274,50678,13950,55948,32878,34974,33170,28324,25402,27714,25829,32416,30388,30118,34697,29808,33495,31406,38282,34675,45863,35438,60093,34620,85329,25404,66088,26409,39594,23963,34813,21965,29538,10312,19700,1820,6440,3,614,0,0,0,0,20231103
4호선,당고개,112,0,9107,56,17409,5096,43419,6334,37471,10471,24239,10550,18268,10006,16177,10282,16173,10566,15755,11844,14184,12006,13492,14395,15614,17601,14204,20336,12871,28112,8279,26160,5605,17185,4641,16097,2863,14589,1387,10078,228,3200,0,366,1,0,0,0,20231103
4호선,동대문,252,4,4371,2432,3303,14433,5157,33703,8145,67293,13207,66017,19628,61719,27113,56545,34492,51350,40851,47722,50206,44671,59789,37974,70218,28448,86427,23457,64430,21032,37089,22436,27717,16373,26741,11443,20375,8238,9072,6361,1208,1288,0,99,0,0,0,0,20231103
4호선,동대문역사문화공원(DDP),334,5,6265,1491,5169,13287,8997,28196,14301,62346,18453,38952,19953,32166,21209,30046,23545,28462,26479,29527,32316,28526,39879,26732,47373,25523,63852,27279,78271,28675,45915,30288,37258,21312,33274,18283,27351,14875,14922,9772,2537,2761,4,105,0,0,0,0,20231103
4호선,동작(현충원),9,0,213,365,677,2133,2097,2952,2739,5377,2324,4221,2011,3177,2482,2617,2442,2575,2239,3458,2733,3589,3841,3648,4351,3674,5458,4485,5698,5741,3252,4563,6022,2947,4103,1355,2118,977,665,705,84,358,0,68,0,0,0,0,20231103
4호선,명동,23,3,1611,1130,4558,20279,8876,53695,18162,119781,32543,94373,37627,71465,42292,73173,44565,77667,50494,77134,59238,71356,75096,73120,88188,75082,106102,76499,138150,73359,84890,56280,79573,40634,75276,31342,63463,19316,24633,10797,1599,3000,0,133,0,0,0,0,20231103
4호선,미아(서울사이버대학),23,1,11929,1878,21117,8416,45778,17078,51645,37555,35396,21448,27267,17139,25501,20775,27572,18427,25957,19933,24705,21957,25168,26141,29176,29971,30813,36074,29334,47549,17748,38208,12077,24715,9919,22661,8264,19503,3061,13530,386,3179,37,0,0,0,0,0,20231103
4호선,미아사거리,69,3,16529,2764,37605,8831,90196,20190,93732,32938,62755,31509,45965,29221,43330,30930,44601,32941,44016,35837,41190,39847,44146,48662,48703,59558,43160,71709,42320,100103,30886,77529,29446,48586,17862,43296,12911,38529,6007,21364,808,4665,0,37,0,0,0,0,20231103
4호선,사당,252,73,10948,1450,26085,20891,67594,27142,82854,37763,65263,29271,45024,25746,40516,33027,42460,34806,41807,31155,40812,31012,40367,36506,41938,49413,48822,68502,51879,93543,36387,61896,34483,39026,34929,35736,31197,32447,15832,21776,1684,5999,7,572,0,0,0,0,20231103
4호선,삼각지,4,1,682,358,2093,5473,6841,12717,10659,19352,6360,11488,5676,10026,6285,10985,7344,12030,8418,12684,9017,11325,9686,12135,11692,14513,16617,17568,23294,23428,12473,14481,11149,8273,13906,6411,12343,5543,6971,3854,653,1298,2,4,0,0,0,0,20231103
4호선,상계,39,8,15326,303,37790,7275,87209,18364,74610,22046,46718,17736,34727,16820,31021,17671,32302,21862,30246,22449,26414,24144,26081,29412,28436,37368,27256,48932,24725,68478,16237,61611,12730,37652,11345,33663,11858,30445,3674,20520,534,5119,5,462,0,0,0,0,20231103
4호선,서울역,241,5,4562,917,6302,19770,12291,39966,16204,84443,15096,58967,14004,32038,15569,30920,16972,34743,16650,34380,16717,32209,18433,36119,24265,38720,46403,43709,59308,42616,25183,32140,16574,24317,14064,23473,10121,18018,4721,9212,523,2772,0,199,0,0,0,0,20231103
4호선,성신여대입구(돈암),25,3,6375,1840,19613,8019,46863,16790,51210,43490,39374,29433,31946,24202,32600,32265,35698,29149,35697,30738,36887,34006,39164,33640,42769,41273,49108,51992,49528,67568,32122,54104,28000,36206,29194,33409,27694,30180,12719,20198,1777,5613,1,0,0,0,0,0,20231103
4호선,수유(강북구청),73,4,23925,3143,47724,11482,110910,21123,120221,54078,82554,40180,59028,31882,55308,35575,58760,36662,54762,42671,51023,46993,51357,56599,56270,70699,59392,87677,64224,125316,38432,107312,28846,71694,24174,63922,19761,58922,11030,38359,1708,8770,0,1,0,0,0,0,20231103
4호선,숙대입구(갈월),21,0,3030,699,7899,7621,17960,23050,27375,52291,21179,32621,18315,25289,19330,22398,22338,19499,22735,22031,22915,20149,27590,20801,36044,23955,39878,31634,50000,39569,26472,26091,23131,17016,23965,15917,19489,13840,9428,9474,1124,2023,0,0,0,0,0,0,20231103
4호선,신용산,3,0,1461,1082,4331,13981,12505,37095,18365,90347,15664,65566,15148,32416,19394,30008,20599,31529,25089,32248,23851,30216,32088,32147,42002,34831,64552,40841,92244,46998,46373,27411,39261,15635,41173,11890,28793,8672,12997,4608,1270,1058,0,4,0,0,0,0,20231103
4호선,쌍문,264,18,25222,1263,51950,9329,121467,14943,124489,28777,80296,22009,57948,20513,49465,22676,49706,26502,44175,29202,38177,32522,35583,44081,38063,56673,37592,71178,34609,105101,22315,95904,16673,61675,13046,54939,10137,50787,4610,32706,569,8862,0,21,0,0,0,0,20231103
4호선,이촌(국립중앙박물관),8,3,1246,839,4758,7079,12879,13238,17273,26749,12259,23334,10542,23854,12410,22622,16295,23239,19029,25446,21322,25231,25857,24838,32850,22363,35698,22310,31722,26209,11868,17202,10574,9594,11422,8441,5232,7300,1857,4104,179,1163,0,24,0,0,0,0,20231103
4호선,창동,2341,54,18308,2815,39326,11887,85406,18178,79140,38953,53023,31302,43663,30405,42069,29574,43334,35922,41038,43867,38520,45514,41494,51305,46615,58523,46689,69878,46952,93008,26880,77174,21478,48710,19283,41537,14884,37409,7071,23296,1119,7920,2,232,0,0,0,0,20231103
4호선,총신대입구(이수),125,4,6434,921,17087,9679,47099,18498,58455,42193,40183,29798,31223,24873,29570,25171,31411,27331,32872,31075,30397,33438,30049,39657,32675,47447,36065,57924,42444,76780,25041,48405,23396,30299,18790,26427,16374,22600,7498,13188,884,3162,4,521,0,0,0,0,20231103
4호선,충무로,98,2,3532,3029,6220,23195,12548,57629,21013,171984,26803,102069,30364,66327,32417,54150,33892,50495,40912,50690,47333,43695,54926,39844,67640,41294,102371,45673,148132,48363,70867,29962,55327,21290,52057,21535,39066,19305,22616,13002,4132,3703,0,181,0,0,0,0,20231103
4호선,한성대입구(삼선교),24,0,6757,1203,12558,7895,29924,17616,35458,31726,27042,27537,20905,25201,21410,24251,24542,23611,25433,23409,25827,22340,28510,23401,35071,26863,37384,31601,34603,35815,20472,28867,18317,19603,15396,18488,11405,17291,5337,11128,719,5980,5,1302,0,0,0,0,20231103
4호선,혜화,20,3,3520,2254,7727,23130,18012,50570,21639,119188,27108,96510,33737,76623,39698,71776,44531,85948,47954,103939,63591,85991,91376,69461,102350,66621,115539,76101,125950,81452,79154,55043,80826,23397,103125,21709,85215,18449,30768,11253,3612,3357,1,421,0,0,0,0,20231103
4호선,회현(남대문시장),24,4,1271,732,3313,19779,5627,51255,9543,135874,13311,100667,18253,85078,29823,84018,40439,69687,52828,61653,66193,55283,78109,46379,90572,34306,110054,26336,121732,20577,58407,11687,56453,7086,22339,6644,12445,5696,4643,3671,543,1085,2,107,0,0,0,0,20231103
5호선,강동,116,1,10975,1342,19461,11440,52419,28317,66304,46452,37252,25662,27496,19861,25223,18775,26720,19521,25262,24725,24132,23626,26818,25926,30609,30114,41022,36736,43100,55474,21394,41197,15292,28884,12576,26458,9289,23207,3958,15267,622,6389,0,0,0,0,0,0,20231103
5호선,강일,2,0,2830,1105,8267,5229,26612,5227,23554,8277,15676,4248,12048,3579,9430,3847,9410,6124,8574,5679,7130,6796,8135,9048,10310,9892,9256,13528,9323,18569,3637,17898,2772,10471,1827,10099,1464,8504,418,5640,78,1563,0,0,0,0,0,0,20231103
5호선,개롱,13,1,3769,890,8811,3500,22830,7386,22790,15524,14317,8250,11712,6095,10078,6620,10476,7444,10161,8635,8617,9164,9398,10502,13067,14302,13147,16941,12396,22022,6533,19945,4713,11540,3916,9951,2373,10545,791,5688,104,1880,0,0,0,0,0,0,20231103
5호선,개화산,3,0,4277,311,8472,4602,21145,6861,20409,17416,11766,7312,9039,5822,8340,6254,9184,7236,8301,6459,7725,6632,8308,8140,9654,9358,12998,12395,14520,17009,5879,14914,3668,9251,2964,8997,2600,7940,758,4665,113,1473,0,51,0,0,0,0,20231103
5호선,거여,0,0,6663,687,15904,4004,46315,8893,43077,16899,25321,9709,17920,7741,15186,8004,15355,8427,14642,11930,12360,11131,12678,15545,15147,21306,16026,25249,14952,39212,7676,32927,5597,18038,5014,15486,3430,17125,1019,9337,134,3010,0,0,0,0,0,0,20231103
5호선,고덕,9,0,4291,1616,11386,7839,29956,17585,26720,20669,19109,14148,17052,12885,16919,11180,18025,12020,15674,17441,16932,14458,19832,17153,23494,19185,24568,20148,17335,31616,10413,25974,8104,13909,8295,12773,7955,11869,2031,6538,271,2707,0,214,0,0,0,0,20231103
5호선,공덕,7,2,2066,927,5815,6746,20673,28817,32025,74868,17604,38749,14918,17325,15996,16713,18332,15816,19805,16691,18160,15126,20030,16158,24510,19874,41451,30250,61122,44996,24679,23081,19499,14433,20849,13388,15190,11839,6646,6738,777,1639,0,0,0,0,0,0,20231103
5호선,광나루(장신대),10,0,5663,2307,15300,8301,38776,17657,46531,37826,29304,23780,22140,20929,21882,17750,24640,17873,23334,18741,22538,19329,25832,21156,29330,25155,28949,31209,34179,42678,16415,29887,12987,19223,15585,18034,9719,16686,3307,10322,369,2447,0,0,0,0,0,0,20231103
5호선,광화문(세종문화회관),7,1,1451,1037,3357,28802,9021,78621,13312,256202,11954,128073,16282,64542,23153,63096,28634,55161,38299,56668,48544,47140,62496,39302,82869,38617,127944,41263,210601,45866,82776,21062,66718,9524,66208,7917,40286,5793,13108,3113,1455,737,0,2,0,0,0,0,20231103
5호선,군자(능동),91,1,7710,650,11184,5608,33208,9370,46529,25478,22711,17400,15117,13363,14484,12944,16076,14643,16787,15889,15288,16514,15723,18535,18289,23900,22536,34130,26737,53827,15843,35023,13712,22702,13394,20236,10979,19136,6160,12458,968,5750,0,965,0,0,0,0,20231103
5호선,굽은다리(강동구민회관앞),3,0,7389,613,14241,2947,34549,6474,37098,14700,22126,10568,17256,8778,15698,10025,16028,11179,15546,12604,13897,13338,13502,15014,14317,19608,14293,22815,15430,34515,8741,26825,6731,16905,6738,14223,4155,14428,1640,7501,257,2663,0,0,0,1,0,0,20231103
5호선,길동,6,1,4761,713,9058,4091,21273,7978,26748,17249,16357,13001,14283,9721,13205,10266,14441,11393,14197,11668,12571,13671,13514,14848,14504,18154,16156,21106,16448,26226,8779,20801,6228,12728,5827,10655,4813,9829,1875,5511,382,2396,0,1,0,0,0,0,20231103
5호선,김포공항,5,3,867,3415,3503,10811,14383,16416,17732,20738,10109,13345,10333,15315,12283,15503,13548,15933,15273,16415,18156,15581,20827,15684,20749,16063,24744,17190,27591,14987,19855,8431,15598,4364,14799,2896,12463,1722,4779,1155,210,452,2,6,0,0,0,0,20231103
5호선,까치산,265,10,26994,1659,44283,8797,120670,11596,145647,22004,78997,19371,49726,18759,44552,22031,45397,26047,41020,29158,34367,33470,32344,44773,34714,57250,33314,74174,31912,121241,19697,94704,15356,62368,12671,60381,10887,48172,4761,31455,684,8363,0,461,0,0,0,0,20231103
5호선,답십리,39,1,9645,1238,18863,9005,55014,14028,71824,33377,36405,19439,23738,13429,20686,13729,21971,15240,21585,18856,19302,18197,21365,20778,25864,25707,29915,34572,32800,56461,16445,37825,11688,24800,9234,22179,6995,20617,3074,12129,397,3389,0,4,0,0,0,0,20231103
5호선,동대문역사문화공원(DDP),0,0,215,302,556,2998,1394,9190,2713,27925,2924,11441,2898,4096,2644,3247,2437,3489,2909,3479,3335,3168,3972,3188,6005,3281,11369,3410,19190,3752,7481,2542,4255,2144,3459,2222,2385,2219,1120,1456,168,353,0,0,0,0,0,0,20231103
5호선,둔촌동,4,0,4473,851,9490,13275,23610,10294,25866,19136,17110,12919,13014,10610,12925,10289,13553,11110,13463,13205,13032,12148,14806,15029,20470,17280,21923,21456,19942,29554,10878,20756,8294,10806,7728,11372,5744,9160,2292,5740,238,1378,0,0,0,0,0,0,20231103
5호선,마곡,2,0,2681,6627,8128,17952,24878,17167,25000,50569,14422,32390,11886,14512,12235,12325,12654,13027,13684,13793,14374,13084,18338,13364,29652,15966,37022,19506,41029,27594,18840,20956,13364,11317,11489,9963,7853,9855,3322,5068,408,1979,0,0,0,0,0,0,20231103
5호선,마장,0,0,2585,553,5987,3963,15284,6556,19347,15117,11760,10262,9248,8389,8797,7437,9929,8114,10186,8010,9524,7008,9834,8169,11659,9541,11953,12489,11877,17508,7530,11285,5896,7573,5208,6868,3592,6591,1270,4020,226,1162,0,5,0,0,0,0,20231103
5호선,마천,56,0,7338,337,14826,2781,43673,4541,33873,10822,17866,8281,12062,7273,10912,6624,11810,6890,10131,8792,9133,8084,8453,12936,9847,15560,9507,17988,10210,27428,4555,22793,3415,13018,2661,12930,1686,12005,751,7246,70,2590,0,0,0,0,0,0,20231103
5호선,마포,13,0,2756,1333,8733,7472,26883,20629,36178,68400,21594,33952,17474,17497,17500,17727,18279,16661,19237,17690,18386,16898,20344,18922,23265,22719,37564,33917,56971,47950,22931,30813,23309,17874,25218,15304,15846,12925,6768,7969,787,1984,0,0,0,0,0,0,20231103
5호선,명일,26,0,5765,1465,14323,3612,34781,7066,33929,13812,20042,10090,17709,10307,15737,9830,15780,9522,14323,12681,12804,12197,12677,16057,14994,20157,12998,21206,12565,38344,7744,28389,6526,16359,5343,13656,4732,13843,1685,7747,321,2624,0,27,0,0,0,0,20231103
5호선,목동,6,0,9381,1293,20890,5503,58069,17068,70634,27176,36302,20801,26433,15454,24600,14881,24560,17375,23600,22216,21755,21986,22158,25776,24212,33882,28302,47649,27991,78633,16073,53685,13591,32126,14544,29950,14663,26242,4414,14857,521,4524,0,0,0,0,0,0,20231103
5호선,미사,16,0,8158,740,22136,7154,68046,12445,67496,23784,35431,22408,26470,18505,23952,18624,25851,20982,25589,20504,23071,24961,25806,26398,27370,34232,29095,47977,30371,67449,19169,65211,17185,36129,17617,29535,14479,25552,7116,17822,1405,4857,0,0,0,0,0,0,20231103
5호선,발산,3,0,3899,2551,10366,14116,28034,39042,29982,115182,20861,59042,21292,33961,24959,32140,28281,31800,30423,33124,33806,31053,40866,31151,48197,33956,69877,41218,90901,53245,41622,38398,34813,21891,33648,17935,25960,15444,11177,9077,1274,2886,0,0,0,0,0,0,20231103
5호선,방이,1,0,2559,824,6965,4031,18373,8323,17869,23163,12579,12230,10901,9071,9509,7989,11205,10956,11335,10201,9933,11737,11292,12819,12415,14599,15091,20731,19740,22084,10082,17845,8800,9908,11848,8611,11159,6521,2400,4780,188,1100,0,0,0,0,0,0,20231103
5호선,방화,20,2,5352,16,11448,3919,26218,6040,25676,13953,15583,8200,12518,7069,12576,6932,11955,7638,11744,8839,10039,9890,11107,10872,12503,12857,12394,14905,10131,22360,5321,19761,3928,11989,3076,10916,1935,10672,845,6625,123,2390,0,217,0,0,0,0,20231103
5호선,상일동,61,0,9693,1803,30229,7807,70852,11614,56439,17138,34391,10059,25358,8986,20934,8772,21259,13632,19144,16271,17228,15419,18698,21728,20017,23876,20928,35886,19189,56062,10268,48232,7707,27111,5201,25686,3542,21211,1577,14078,357,6190,2,983,0,0,0,0,20231103
5호선,서대문,13,0,3383,1093,6702,16019,18314,65422,23928,159308,18909,50261,18736,24876,21142,23458,22003,20999,22405,24900,26295,20429,33271,17567,43305,18270,74370,21229,110075,26623,32185,15523,24591,11302,21541,11487,15788,9407,5937,5951,637,1536,1,24,0,0,0,0,20231103
5호선,송정,32,2,3907,1209,8006,4207,18600,6973,21489,11820,14784,8441,11517,7299,10752,7425,10646,7995,9946,8386,9500,8645,9796,10009,11368,12303,12289,14009,13145,18763,7572,15426,5881,10431,4614,9854,3550,9105,1801,5653,181,1804,0,0,0,0,0,0,20231103
5호선,신금호,43,0,3463,487,7255,3292,19720,8715,28139,13454,16152,7965,10253,6002,10084,6316,10373,7346,9530,8647,8783,9523,8752,11306,12171,14302,10056,18319,10634,26747,7428,17541,4927,11466,4113,10331,2833,9159,1112,5458,186,1800,0,1,0,0,0,0,20231103
5호선,신길,62,0,2644,381,4641,1980,15482,4823,23216,13427,11456,5461,7449,2972,5645,3448,5816,3655,5416,4315,4720,4483,5185,5987,6244,7589,8306,11668,12593,19772,4932,12374,3443,9906,4838,9896,3636,9608,1533,6014,170,1585,0,0,0,0,0,0,20231103
